Path,Name,N_Tracks
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite in G Hwv432 2mov.mid,Harpsichord Suite in G Hwv432 2mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite in G Hwv432 3mov.mid,Harpsichord Suite in G Hwv432 3mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite in G Hwv432 4-5movs.mid,Harpsichord Suite in G Hwv432 4-5movs.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite in G Hwv432 6mov.mid,Harpsichord Suite in G Hwv432 6mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n1 Hwv426 1mov.mid,Harpsichord Suite n1 Hwv426 1mov.mid,1.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n1 Hwv426 2mov.mid,Harpsichord Suite n1 Hwv426 2mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n1 Hwv426 3mov.mid,Harpsichord Suite n1 Hwv426 3mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n1 Hwv426 4mov.mid,Harpsichord Suite n1 Hwv426 4mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n2 in F Hwv427 1mov.mid,Harpsichord Suite n2 in F Hwv427 1mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n2 in F Hwv427 2mov.mid,Harpsichord Suite n2 in F Hwv427 2mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n2 in F Hwv427 3mov.mid,Harpsichord Suite n2 in F Hwv427 3mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n2 in F Hwv427 4mov.mid,Harpsichord Suite n2 in F Hwv427 4mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n3 Hwv428 1mov.mid,Harpsichord Suite n3 Hwv428 1mov.mid,4.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n3 Hwv428 2mov.mid,Harpsichord Suite n3 Hwv428 2mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n3 Hwv428 3mov.mid,Harpsichord Suite n3 Hwv428 3mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n3 Hwv428 4mov.mid,Harpsichord Suite n3 Hwv428 4mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n3 Hwv428 5mov.mid,Harpsichord Suite n3 Hwv428 5mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n3 Hwv428 6mov.mid,Harpsichord Suite n3 Hwv428 6mov.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Harpsichord Suite n4 Hwv429 Jigg.mid,Harpsichord Suite n4 Hwv429 Jigg.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Hwv006 Agrippina Overture.mid,Hwv006 Agrippina Overture.mid,
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 01 Overture.mid,Hwv063 Judas Maccabeus 01 Overture.mid,10.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 02 Chorus.mid,Hwv063 Judas Maccabeus 02 Chorus.mid,12.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 03 Duet.mid,Hwv063 Judas Maccabeus 03 Duet.mid,7.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 04 Chorus.mid,Hwv063 Judas Maccabeus 04 Chorus.mid,12.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 06 Aria.mid,Hwv063 Judas Maccabeus 06 Aria.mid,7.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 07 Chorus.mid,Hwv063 Judas Maccabeus 07 Chorus.mid,13.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 09-10 Aria & Chorus.mid,Hwv063 Judas Maccabeus 09-10 Aria & Chorus.mid,13.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 15 Aria.mid,Hwv063 Judas Maccabeus 15 Aria.mid,6.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 18 Duet.mid,Hwv063 Judas Maccabeus 18 Duet.mid,7.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 30-31 Duet & Chorus.mid,Hwv063 Judas Maccabeus 30-31 Duet & Chorus.mid,14.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 38-39 Aria & Chorus.mid,Hwv063 Judas Maccabeus 38-39 Aria & Chorus.mid,15.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 56 Chorus.mid,Hwv063 Judas Maccabeus 56 Chorus.mid,16.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 58 Chorus.mid,Hwv063 Judas Maccabeus 58 Chorus.mid,16.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus 60 Aria.mid,Hwv063 Judas Maccabeus 60 Aria.mid,10.0
data/midi-classic-music/midiclassics/Haendel/Hwv063 Judas Maccabeus.mid,Hwv063 Judas Maccabeus.mid,7.0
data/midi-classic-music/midiclassics/Haendel/Hwv258 Coronation Anthem n1 ''Zadok the Priest''.mid,Hwv258 Coronation Anthem n1 ''Zadok the Priest''.mid,21.0
data/midi-classic-music/midiclassics/Haendel/Hwv262 The Wedding Anthem for Princess Anne.mid,Hwv262 The Wedding Anthem for Princess Anne.mid,8.0
data/midi-classic-music/midiclassics/Haendel/Hwv265 The King Shall Rejoice ''Dettington Anthem''.mid,Hwv265 The King Shall Rejoice ''Dettington Anthem''.mid,11.0
data/midi-classic-music/midiclassics/Haendel/Hwv435 Chaconne 21 Variations.mid,Hwv435 Chaconne 21 Variations.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Hwv483 Capriccio.mid,Hwv483 Capriccio.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Hwv490 Fantasia.mid,Hwv490 Fantasia.mid,2.0
data/midi-classic-music/midiclassics/Haendel/Hwv67 Solomon ''Arrival Of The Queen of Sheba''.mid,Hwv67 Solomon ''Arrival Of The Queen of Sheba''.mid,14.0
data/midi-classic-music/midiclassics/Haendel/Orchestral Sarabande from Suite Dmin.mid,Orchestral Sarabande from Suite Dmin.mid,10.0
data/midi-classic-music/midiclassics/Haendel/Organ Concerto op4 n4 1mov.mid,Organ Concerto op4 n4 1mov.mid,11.0
data/midi-classic-music/midiclassics/Haendel/Organ Concerto op4 n4 2mov.mid,Organ Concerto op4 n4 2mov.mid,9.0
data/midi-classic-music/midiclassics/Haendel/Organ Concerto op4 n4 3mov.mid,Organ Concerto op4 n4 3mov.mid,11.0
data/midi-classic-music/midiclassics/Haendel/Organ Concerto op7 n1.mid,Organ Concerto op7 n1.mid,45.0
data/midi-classic-music/midiclassics/Haendel/Organ Concerto op7 n2.mid,Organ Concerto op7 n2.mid,19.0
data/midi-classic-music/midiclassics/Haendel/Organ Concerto op7 n7 1mov.mid,Organ Concerto op7 n7 1mov.mid,10.0
data/midi-classic-music/midiclassics/Haendel/Organ Concerto op7 n7 2mov.mid,Organ Concerto op7 n7 2mov.mid,10.0
data/midi-classic-music/midiclassics/Haendel/Organ Concerto op7 n7 3mov.mid,Organ Concerto op7 n7 3mov.mid,5.0
data/midi-classic-music/midiclassics/Haendel/Organ Concerto op7 n7 4mov.mid,Organ Concerto op7 n7 4mov.mid,8.0
data/midi-classic-music/midiclassics/Haendel/Organ Concerto op7 n7 5mov.mid,Organ Concerto op7 n7 5mov.mid,10.0
data/midi-classic-music/midiclassics/Haendel/Recorder Sonata.mid,Recorder Sonata.mid,3.0
data/midi-classic-music/midiclassics/Haendel/Royal Fireworks Suite 1mov Overture.mid,Royal Fireworks Suite 1mov Overture.mid,22.0
data/midi-classic-music/midiclassics/Haendel/Royal Fireworks Suite 2mov Allegro.mid,Royal Fireworks Suite 2mov Allegro.mid,12.0
data/midi-classic-music/midiclassics/Haendel/Royal Fireworks Suite 2mov Bourree.mid,Royal Fireworks Suite 2mov Bourree.mid,15.0
data/midi-classic-music/midiclassics/Haendel/Royal Fireworks Suite 3mov La paix.mid,Royal Fireworks Suite 3mov La paix.mid,14.0
data/midi-classic-music/midiclassics/Haendel/Royal Fireworks Suite 4mov La rejouissance.mid,Royal Fireworks Suite 4mov La rejouissance.mid,21.0
data/midi-classic-music/midiclassics/Haendel/Royal Fireworks Suite 6mov Menuet 1y2.mid,Royal Fireworks Suite 6mov Menuet 1y2.mid,21.0
data/midi-classic-music/midiclassics/Haendel/Samson 57 1mov Overture.mid,Samson 57 1mov Overture.mid,7.0
data/midi-classic-music/midiclassics/Haendel/Trio Sonata 1mov.mid,Trio Sonata 1mov.mid,3.0
data/midi-classic-music/midiclassics/Haendel/Trio Sonata 2-3movs.mid,Trio Sonata 2-3movs.mid,3.0
data/midi-classic-music/midiclassics/Haendel/Trio Sonata 4mov.mid,Trio Sonata 4mov.mid,6.0
data/midi-classic-music/midiclassics/Haendel/Water Music 01 Overture.mid,Water Music 01 Overture.mid,5.0
data/midi-classic-music/midiclassics/Haendel/Water Music 1mov Allegro.mid,Water Music 1mov Allegro.mid,22.0
data/midi-classic-music/midiclassics/Haendel/Water Music 2mov Air.mid,Water Music 2mov Air.mid,15.0
data/midi-classic-music/midiclassics/Haendel/Water Music 3mov Hornpipe.mid,Water Music 3mov Hornpipe.mid,14.0
data/midi-classic-music/midiclassics/Haendel/Water Music 4mov Bouree.mid,Water Music 4mov Bouree.mid,14.0
data/midi-classic-music/midiclassics/Haendel/Water Music 5mov Andante.mid,Water Music 5mov Andante.mid,23.0
data/midi-classic-music/midiclassics/Haendel/Water Music 6mov Alla Hornpipe.mid,Water Music 6mov Alla Hornpipe.mid,21.0
data/midi-classic-music/midiclassics/Haendel/Water Music Allegro 2.mid,Water Music Allegro 2.mid,10.0
data/midi-classic-music/midiclassics/Haendel/Water Music Bourree 2.mid,Water Music Bourree 2.mid,6.0
data/midi-classic-music/midiclassics/Haendel/Water Music Dialogue.mid,Water Music Dialogue.mid,7.0
data/midi-classic-music/midiclassics/Haendel/Water Music Suite n2 Hwv349 1mov.mid,Water Music Suite n2 Hwv349 1mov.mid,9.0
data/midi-classic-music/midiclassics/Haendel/Water Music Suite n2 Hwv349 2mov.mid,Water Music Suite n2 Hwv349 2mov.mid,10.0
data/midi-classic-music/midiclassics/Haendel/Water Music Suite n2 Hwv349 5mov.mid,Water Music Suite n2 Hwv349 5mov.mid,10.0
data/midi-classic-music/midiclassics/Haendel/Water Music Suite n3 Hwv350 3mov.mid,Water Music Suite n3 Hwv350 3mov.mid,6.0
data/midi-classic-music/midiclassics/Haendel/Water Music Suite n3 Hwv350 4mov.mid,Water Music Suite n3 Hwv350 4mov.mid,7.0
"data/midi-classic-music/midiclassics/Handel/Air, HWV 471.mid","Air, HWV 471.mid",2.0
data/midi-classic-music/midiclassics/Haydn/12 Menuets HobIX3.mid,12 Menuets HobIX3.mid,3.0
data/midi-classic-music/midiclassics/Haydn/12 Menuets HobIX8.mid,12 Menuets HobIX8.mid,4.0
data/midi-classic-music/midiclassics/Haydn/20 Variations for Keyboard HobXVII2.mid,20 Variations for Keyboard HobXVII2.mid,4.0
data/midi-classic-music/midiclassics/Haydn/Capriccio.mid,Capriccio.mid,2.0
data/midi-classic-music/midiclassics/Haydn/German Dance No.1.mid,German Dance No.1.mid,2.0
data/midi-classic-music/midiclassics/Haydn/German Dance No.5.mid,German Dance No.5.mid,2.0
data/midi-classic-music/midiclassics/Haydn/German Dance No.6.mid,German Dance No.6.mid,2.0
data/midi-classic-music/midiclassics/Haydn/Miniature Concerto for Piano and Orchestra.mid,Miniature Concerto for Piano and Orchestra.mid,4.0
data/midi-classic-music/midiclassics/Haydn/Piano Piece n1.mid,Piano Piece n1.mid,4.0
data/midi-classic-music/midiclassics/Haydn/Piano Piece n10.mid,Piano Piece n10.mid,4.0
data/midi-classic-music/midiclassics/Haydn/Piano Piece n2.mid,Piano Piece n2.mid,3.0
data/midi-classic-music/midiclassics/Haydn/Piano Piece n3.mid,Piano Piece n3.mid,3.0
data/midi-classic-music/midiclassics/Haydn/Piano Piece n4.mid,Piano Piece n4.mid,4.0
data/midi-classic-music/midiclassics/Haydn/Piano Piece n5.mid,Piano Piece n5.mid,3.0
data/midi-classic-music/midiclassics/Haydn/Piano Piece n6.mid,Piano Piece n6.mid,2.0
data/midi-classic-music/midiclassics/Haydn/Piano Piece n7.mid,Piano Piece n7.mid,3.0
data/midi-classic-music/midiclassics/Haydn/Piano Piece n8.mid,Piano Piece n8.mid,2.0
data/midi-classic-music/midiclassics/Haydn/Piano Piece n9.mid,Piano Piece n9.mid,3.0
data/midi-classic-music/midiclassics/Haydn/Sonata No.7.mid,Sonata No.7.mid,2.0
data/midi-classic-music/midiclassics/Haydn/Symphony n101 1mov ''Clock''.mid,Symphony n101 1mov ''Clock''.mid,14.0
data/midi-classic-music/midiclassics/Haydn/Symphony n101 2mov ''Clock''.mid,Symphony n101 2mov ''Clock''.mid,16.0
data/midi-classic-music/midiclassics/Haydn/Symphony n101 3mov ''Clock''.mid,Symphony n101 3mov ''Clock''.mid,14.0
data/midi-classic-music/midiclassics/Haydn/Symphony n101 4mov ''Clock''.mid,Symphony n101 4mov ''Clock''.mid,13.0
data/midi-classic-music/midiclassics/Haydn/Symphony n104 1mov ''London''.mid,Symphony n104 1mov ''London''.mid,15.0
data/midi-classic-music/midiclassics/Haydn/Symphony n104 2mov ''London''.mid,Symphony n104 2mov ''London''.mid,12.0
data/midi-classic-music/midiclassics/Haydn/Symphony n104 3mov ''London''.mid,Symphony n104 3mov ''London''.mid,16.0
data/midi-classic-music/midiclassics/Haydn/Symphony n104 4mov ''London''.mid,Symphony n104 4mov ''London''.mid,12.0
data/midi-classic-music/midiclassics/Haydn/Symphony n28 1mov.mid,Symphony n28 1mov.mid,8.0
data/midi-classic-music/midiclassics/Haydn/Symphony n45 1mov ''Farewell''.mid,Symphony n45 1mov ''Farewell''.mid,13.0
data/midi-classic-music/midiclassics/Haydn/Symphony n45 4mov ''Farewell''.mid,Symphony n45 4mov ''Farewell''.mid,14.0
data/midi-classic-music/midiclassics/Haydn/Symphony n55 1mov ''Der Schulmeister''.mid,Symphony n55 1mov ''Der Schulmeister''.mid,8.0
data/midi-classic-music/midiclassics/Haydn/Symphony n55 2mov ''Der Schulmeister''.mid,Symphony n55 2mov ''Der Schulmeister''.mid,7.0
data/midi-classic-music/midiclassics/Haydn/Symphony n55 3mov ''Der Schulmeister''.mid,Symphony n55 3mov ''Der Schulmeister''.mid,9.0
data/midi-classic-music/midiclassics/Haydn/Symphony n55 4mov ''Der Schulmeister''.mid,Symphony n55 4mov ''Der Schulmeister''.mid,8.0
data/midi-classic-music/midiclassics/Haydn/Symphony n70 1mov.mid,Symphony n70 1mov.mid,11.0
data/midi-classic-music/midiclassics/Haydn/Symphony n76 1mov.mid,Symphony n76 1mov.mid,14.0
data/midi-classic-music/midiclassics/Haydn/Symphony n76 2mov.mid,Symphony n76 2mov.mid,13.0
data/midi-classic-music/midiclassics/Haydn/Symphony n76 3mov.mid,Symphony n76 3mov.mid,16.0
data/midi-classic-music/midiclassics/Haydn/Symphony n76 4mov.mid,Symphony n76 4mov.mid,16.0
data/midi-classic-music/midiclassics/Haydn/Symphony n85 ''La reine''.mid,Symphony n85 ''La reine''.mid,14.0
data/midi-classic-music/midiclassics/Haydn/Symphony n88 1mov.mid,Symphony n88 1mov.mid,10.0
data/midi-classic-music/midiclassics/Haydn/Symphony n88 2mov.mid,Symphony n88 2mov.mid,18.0
data/midi-classic-music/midiclassics/Haydn/Symphony n88 3mov.mid,Symphony n88 3mov.mid,12.0
data/midi-classic-music/midiclassics/Haydn/Symphony n88 4mov.mid,Symphony n88 4mov.mid,13.0
data/midi-classic-music/midiclassics/Haydn/Symphony n90 1mov.mid,Symphony n90 1mov.mid,15.0
data/midi-classic-music/midiclassics/Haydn/Symphony n90 3mov.mid,Symphony n90 3mov.mid,11.0
data/midi-classic-music/midiclassics/Haydn/Symphony n90 4mov.mid,Symphony n90 4mov.mid,11.0
data/midi-classic-music/midiclassics/Haydn/Symphony n94 1mov ''Surprise''.mid,Symphony n94 1mov ''Surprise''.mid,17.0
data/midi-classic-music/midiclassics/Haydn/Symphony n94 2mov ''Surprise''.mid,Symphony n94 2mov ''Surprise''.mid,19.0
data/midi-classic-music/midiclassics/Haydn/Symphony n94 3mov ''Surprise''.mid,Symphony n94 3mov ''Surprise''.mid,11.0
data/midi-classic-music/midiclassics/Haydn/Symphony n94 4mov ''Surprise''.mid,Symphony n94 4mov ''Surprise''.mid,16.0
data/midi-classic-music/midiclassics/Haydn/Symphony n96 1mov ''Miracle''.mid,Symphony n96 1mov ''Miracle''.mid,15.0
data/midi-classic-music/midiclassics/Haydn/Symphony n96 2mov ''Miracle''.mid,Symphony n96 2mov ''Miracle''.mid,18.0
data/midi-classic-music/midiclassics/Haydn/Symphony n96 3mov ''Miracle''.mid,Symphony n96 3mov ''Miracle''.mid,11.0
data/midi-classic-music/midiclassics/Haydn/Symphony n96 4mov ''Miracle''.mid,Symphony n96 4mov ''Miracle''.mid,11.0
data/midi-classic-music/midiclassics/Heidrich/Auf der See fu_r Harmonium und Klavier Op 21.2.mid,Auf der See fu_r Harmonium und Klavier Op 21.2.mid,2.0
data/midi-classic-music/midiclassics/Heidrich/Elegie (Fantasiestu_ck fu_r Harmonium und Klavier)Op. 21 No 1.mid,Elegie (Fantasiestu_ck fu_r Harmonium und Klavier)Op. 21 No 1.mid,4.0
data/midi-classic-music/midiclassics/Heller/Cradle Song.mid,Cradle Song.mid,2.0
"data/midi-classic-music/midiclassics/Heller/Melody No.1, Opus.46.mid","Melody No.1, Opus.46.mid",2.0
data/midi-classic-music/midiclassics/Heller/Melody No.1.mid,Melody No.1.mid,2.0
data/midi-classic-music/midiclassics/Heller/Melody No.10.mid,Melody No.10.mid,2.0
"data/midi-classic-music/midiclassics/Heller/Melody No.11, Opus.46.mid","Melody No.11, Opus.46.mid",2.0
data/midi-classic-music/midiclassics/Heller/Melody No.11.mid,Melody No.11.mid,2.0
data/midi-classic-music/midiclassics/Heller/Melody No.12.mid,Melody No.12.mid,2.0
"data/midi-classic-music/midiclassics/Heller/Melody No.18, Opus.46.mid","Melody No.18, Opus.46.mid",2.0
data/midi-classic-music/midiclassics/Heller/Melody No.2.mid,Melody No.2.mid,2.0
"data/midi-classic-music/midiclassics/Heller/Melody No.20, Opus.46.mid","Melody No.20, Opus.46.mid",2.0
"data/midi-classic-music/midiclassics/Heller/Melody No.22, Opus.46.mid","Melody No.22, Opus.46.mid",2.0
"data/midi-classic-music/midiclassics/Heller/Melody No.3, Opus.46.mid","Melody No.3, Opus.46.mid",2.0
data/midi-classic-music/midiclassics/Heller/Melody No.3.mid,Melody No.3.mid,2.0
data/midi-classic-music/midiclassics/Heller/Melody No.4.mid,Melody No.4.mid,2.0
"data/midi-classic-music/midiclassics/Heller/Melody No.5, Opus.46.mid","Melody No.5, Opus.46.mid",2.0
data/midi-classic-music/midiclassics/Heller/Melody No.5.mid,Melody No.5.mid,2.0
data/midi-classic-music/midiclassics/Heller/Melody No.6.mid,Melody No.6.mid,2.0
"data/midi-classic-music/midiclassics/Heller/Melody No.7, Opus.46.mid","Melody No.7, Opus.46.mid",2.0
data/midi-classic-music/midiclassics/Heller/Melody No.7.mid,Melody No.7.mid,2.0
data/midi-classic-music/midiclassics/Heller/Melody No.8.mid,Melody No.8.mid,2.0
data/midi-classic-music/midiclassics/Heller/Melody No.9.mid,Melody No.9.mid,2.0
data/midi-classic-music/midiclassics/Heller/Rondino In G Major.mid,Rondino In G Major.mid,2.0
data/midi-classic-music/midiclassics/Heller/Song without words.mid,Song without words.mid,2.0
"data/midi-classic-music/midiclassics/Heller/Tarantelle Op.85, No.2.mid","Tarantelle Op.85, No.2.mid",1.0
data/midi-classic-music/midiclassics/Hemery/The Elves Caprice (Midnight Dance).mid,The Elves Caprice (Midnight Dance).mid,2.0
data/midi-classic-music/midiclassics/Herold/Overture to Zampa.mid,Overture to Zampa.mid,2.0
data/midi-classic-music/midiclassics/Hiller/Minuet in B flat.mid,Minuet in B flat.mid,2.0
data/midi-classic-music/midiclassics/Hiller/Serenade in G Major.mid,Serenade in G Major.mid,2.0
data/midi-classic-music/midiclassics/Holst/Air.mid,Air.mid,2.0
data/midi-classic-music/midiclassics/Holst/Brook Green Suite Prelude.mid,Brook Green Suite Prelude.mid,2.0
data/midi-classic-music/midiclassics/Holst/Chrissemas Day in the Morning.mid,Chrissemas Day in the Morning.mid,2.0
data/midi-classic-music/midiclassics/Holst/Dance from the Brook Green suite.mid,Dance from the Brook Green suite.mid,2.0
data/midi-classic-music/midiclassics/Holst/Finale (The Dargason).mid,Finale (The Dargason).mid,2.0
data/midi-classic-music/midiclassics/Holst/Intermezzo.mid,Intermezzo.mid,2.0
data/midi-classic-music/midiclassics/Holst/Ostinato from St Paul's Suite.mid,Ostinato from St Paul's Suite.mid,2.0
data/midi-classic-music/midiclassics/Holst/Song Without Words - I'll love my love.mid,Song Without Words - I'll love my love.mid,25.0
data/midi-classic-music/midiclassics/Holst/St Paul's Suite (Jig).mid,St Paul's Suite (Jig).mid,2.0
data/midi-classic-music/midiclassics/Holst/Toccata for Piano.mid,Toccata for Piano.mid,2.0
"data/midi-classic-music/midiclassics/Holst, M/In my cottage near a wood (Variations).mid",In my cottage near a wood (Variations).mid,2.0
data/midi-classic-music/midiclassics/Hummel/La Galante (Rondo Brillant) Opus.120.mid,La Galante (Rondo Brillant) Opus.120.mid,2.0
data/midi-classic-music/midiclassics/Hummel/Piano Method Pieces 1 to 20.mid,Piano Method Pieces 1 to 20.mid,1.0
data/midi-classic-music/midiclassics/Hummel/Piano Method Pieces 21 to 30.mid,Piano Method Pieces 21 to 30.mid,2.0
